parent_nuclide,parent_original,production_rate,nuclide,original_nuclide,atom_number,activity_Bq,is_stable,decay_constant,half_life,half_life_seconds
Po218,Po218,7.15e-17,Po214,Po-214,0.0,0.0,False,4218.789899938803,1.64e-04 秒,0.0001643
Po218,Po218,7.15e-17,Tl210,Tl-210,0.0,0.0,False,0.008886502314871094,1.30 分钟,78.0
Po218,Po218,7.15e-17,At218,At-218,0.00015451861163667731,7.140276000000002e-05,False,0.46209812037329684,1.50 秒,1.5
Po218,Po218,7.15e-17,Rn218,Rn-218,3.6054342715224704e-09,7.140276000000001e-08,False,19.804205158855577,3.50e-02 秒,0.035
Rn223,Rn223,2.84e-20,Rn223,Rn223,0.29828359234322716,0.00014180688,False,0.00047540958886141654,24.30 分钟,1458.0
Rn223,Rn223,2.84e-20,Fr223,Fr-223,0.27005098895271595,0.00014180688,False,0.000525111500424201,22.00 分钟,1320.0
Rn223,Rn223,2.84e-20,Ra223,Ra-223,91.55681886422533,6.426228781550278e-05,False,7.018842355237448e-07,11.43 天,987552.0
Rn223,Rn223,2.84e-20,Rn219,Rn-219,0.0,0.0,False,0.175037166808067,3.96 秒,3.96
Rn223,Rn223,2.84e-20,At219,At-219,6.874025173341862e-07,8.5084128e-09,False,0.012377628224284737,56.00 秒,56.0
Rn223,Rn223,2.84e-20,Bi215,Bi-215,0.0,0.0,False,0.001520059606491108,7.60 分钟,456.0
Fr221,Fr221,1.26e-19,Fr221,Fr221,0.2668525617468099,0.0006291431999999999,False,0.002357643471292331,4.90 分钟,294.0
Fr221,Fr221,1.26e-19,At217,At-217,2.9317475321163127e-05,0.0006291431999999999,False,21.459665032815643,3.23e-02 秒,0.0323
Fr221,Fr221,1.26e-19,Bi213,Bi-213,2.4825200802127063,0.000629067702816,False,0.00025339883766905944,45.59 分钟,2735.4
Fr221,Fr221,1.26e-19,Po213,Po-213,0.0,0.0,False,165035.04299046317,4.20e-06 秒,4.2e-06
Fr221,Fr221,1.26e-19,Tl209,Tl-209,0.0,0.0,False,0.005345882928890524,2.16 分钟,129.66
Po216,Po216,3.11e-17,Po216,Po216,0.03248492676809306,0.15528852,False,4.780325383172037,1.45e-01 秒,0.145
Po216,Po216,3.11e-17,Pb212,Pb-212,8581.396090978153,0.15528849482376886,False,1.8095947696322715e-05,10.64 小时,38304.0
Po216,Po216,3.11e-17,Bi212,Bi-212,813.9152952405003,0.15528849218567803,False,0.0001907919572144083,1.01 小时,3633.0
Po216,Po216,3.11e-17,Po212,Po-212,0.0,0.0,False,2318217.9951837636,2.99e-07 秒,2.99e-07
Po216,Po216,3.11e-17,Tl208,Tl-208,0.0,0.0,False,0.0037839675759359388,3.05 分钟,183.18
At219,At219,7.980000000000001e-21,At219,At219,0.0032191737607551677,3.9845736e-05,False,0.012377628224284737,56.00 秒,56.0
At219,At219,7.980000000000001e-21,Bi215,Bi-215,0.0254268738903076,3.865036392e-05,False,0.001520059606491108,7.60 分钟,456.0
At219,At219,7.980000000000001e-21,Po215,Po-215,9.930978596192509e-08,3.865036392000001e-05,False,389.1898824031136,1.78e-03 秒,0.001781
At219,At219,7.980000000000001e-21,Pb211,Pb-211,0.0,0.0,False,0.0003200125487349701,36.10 分钟,2166.0
Rn218,Rn218,1.05e-20,Rn218,Rn218,2.6473468427262887e-06,5.2428599999999995e-05,False,19.804205158855577,3.50e-02 秒,0.035
Rn218,Rn218,1.05e-20,Po214,Po-214,1.2427402464569406e-08,5.2428599999999995e-05,False,4218.789899938803,1.64e-04 秒,0.0001643
Rn218,Rn218,1.05e-20,Pb210,Pb-210,45.2789515558908,4.479960204557376e-08,False,9.894134140953916e-10,22.21 年,700563758.9760001
Rn218,Rn218,1.05e-20,Bi210,Bi-210,0.0,0.0,False,1.6003464616071022e-06,5.01 天,433123.2
Rn218,Rn218,1.05e-20,Hg206,Hg-206,0.0,0.0,False,0.0014174788968506038,8.15 分钟,489.0
Pb212,Pb212,1.79e-27,Pb212,Pb212,4.939131512173737e-07,8.937826550955527e-12,False,1.8095947696322715e-05,10.64 小时,38304.0
Pb212,Pb212,1.79e-27,Bi212,Bi-212,4.684592856853645e-08,8.937826399117433e-12,False,0.0001907919572144083,1.01 小时,3633.0
Pb212,Pb212,1.79e-27,Po212,Po-212,2.4698158685550044e-18,5.725571591274628e-12,False,2318217.9951837636,2.99e-07 秒,2.99e-07
Pb212,Pb212,1.79e-27,Pb208,Pb-208,0.0,0.0,True,0.0,稳定,inf
Pb212,Pb212,1.79e-27,Tl208,Tl-208,8.489118208904159e-10,3.212254805078071e-12,False,0.0037839675759359388,3.05 分钟,183.18
Pb214,Pb214,3.61e-27,Pb214,Pb214,4.181641017797273e-08,1.8025452e-11,False,0.00043106167945270227,26.80 分钟,1608.0
Pb214,Pb214,3.61e-27,Bi214,Bi-214,3.105024487095737e-08,1.8025452000000003e-11,False,0.0005805252768508755,19.90 分钟,1194.0
Pb214,Pb214,3.61e-27,Po214,Po-214,4.271762065074969e-15,1.802166665508e-11,False,4218.789899938803,1.64e-04 秒,0.0001643
Pb214,Pb214,3.61e-27,Pb210,Pb-210,0.0,0.0,False,9.894134140953916e-10,22.21 年,700563758.9760001
Pb214,Pb214,3.61e-27,Tl210,Tl-210,4.2596567084278197e-13,3.78534492e-15,False,0.008886502314871094,1.30 分钟,78.0
Bi215,Bi215,3.61e-27,Bi215,Bi215,1.1858384975843014e-08,1.8025452e-11,False,0.001520059606491108,7.60 分钟,456.0
Bi215,Bi215,3.61e-27,Po215,Po-215,4.631531500433422e-14,1.8025451999999996e-11,False,389.1898824031136,1.78e-03 秒,0.001781
Bi215,Bi215,3.61e-27,Pb211,Pb-211,5.632732863525432e-08,1.8025452e-11,False,0.0003200125487349701,36.10 分钟,2166.0
Bi215,Bi215,3.61e-27,Bi211,Bi-211,0.0,0.0,False,0.005398342527725431,2.14 分钟,128.4
Fe52,Fe52,5e-15,Fe52,Fe52,1072985.8816085295,24.96599995359448,False,2.3267780482039118e-05,8.28 小时,29790.0
Fe52,Fe52,5e-15,Mn52m,Mn-52m,45599.19859027636,24.96599995153483,False,0.0005475096212953754,21.10 分钟,1266.0
Fe52,Fe52,5e-15,Cr52,Cr-52,20094128.238704674,0.0,True,0.0,稳定,inf
Fe52,Fe52,5e-15,Mn52,Mn-52,210310.53664754855,0.3017749995017151,False,1.4349019517146133e-06,5.59 天,483062.4
Fe53,Fe53,4e-15,Fe53,Fe53,14712.765147167818,19.972800000000003,False,0.0013575150422247264,8.51 分钟,510.59999999999997
Fe53,Fe53,4e-15,Mn53,Mn-53,17241786.40380954,1.0235552850538022e-07,False,5.93648048457235e-15,3702455.18 年,116760626496000.0
Fe53,Fe53,4e-15,Cr53,Cr-53,0.0,0.0,True,0.0,稳定,inf
Co55,Co55,3.3e-14,Co55,Co55,15000958.640322205,164.76313917784884,False,1.0983507329656228e-05,17.53 小时,63108.00000000001
Co55,Co55,3.3e-14,Fe55,Fe-55,126965499.79093252,1.0189237790918995,False,8.025201970375482e-09,2.74 年,86371306.68096001
Co55,Co55,3.3e-14,Mn55,Mn-55,399659.9687463228,0.0,True,0.0,稳定,inf
Co56,Co56,2.9e-14,Co56,Co56,119659523.51010719,12.430052211194749,False,1.0387850332819375e-07,77.23 天,6672672.0
Co56,Co56,2.9e-14,Fe56,Fe-56,5450095.689892828,0.0,True,0.0,稳定,inf
Co57,Co57,1.8e-14,Co57,Co57,76672221.90377605,2.263581816014084,False,2.952284099520278e-08,271.74 天,23478336.0
Co57,Co57,1.8e-14,Fe57,Fe-57,982024.4962239563,0.0,True,0.0,稳定,inf
Co58,Co58,6e-15,Co58,Co58,24659025.57827665,2.791814005795536,False,1.1321672046339831e-07,70.86 天,6122304.0
Co58,Co58,6e-15,Fe58,Fe-58,1225723.2217233516,0.0,True,0.0,稳定,inf
Co59,Co59,2e-15,Co59,Co59,8628249.600000001,0.0,True,0.0,稳定,inf
Ni56,Ni56,4.4e-14,Ni56,Ni56,113211690.29221702,149.50534204480255,False,1.3205821912817126e-06,6.08 天,524880.0
Ni56,Ni56,4.4e-14,Co56,Co-56,74175412.89578883,7.705230875365346,False,1.0387850332819375e-07,77.23 天,6672672.0
Ni56,Ni56,4.4e-14,Fe56,Fe-56,2434388.0119942063,0.0,True,0.0,稳定,inf
Ni57,Ni57,4.7e-14,Ni57,Ni57,42985921.989949286,232.48728644743366,False,5.408451783395328e-06,1.48 天,128160.0
Ni57,Ni57,4.7e-14,Co57,Co-57,158076653.53477356,4.666871907360879,False,2.952284099520278e-08,271.74 天,23478336.0
Ni57,Ni57,4.7e-14,Fe57,Fe-57,1701290.075276755,0.0,True,0.0,稳定,inf
Ni58,Ni58,4.9e-14,Ni58,Ni58,211392115.2,0.0,True,0.0,稳定,inf
Ni59,Ni59,2.5e-14,Ni59,Ni59,107853109.89004931,2.3455358055762823e-05,False,2.1747502765265047e-13,101067.02 年,3187249534080.0
Ni59,Ni59,2.5e-14,Co59,Co-59,10.109950691461563,0.0,True,0.0,稳定,inf
Ni60,Ni60,1.2e-14,Ni60,Ni60,51769497.6,0.0,True,0.0,稳定,inf
Ni61,Ni61,4e-15,Ni61,Ni61,17256499.200000003,0.0,True,0.0,稳定,inf
Cu57,Cu57,5.9e-14,Cu57,Cu57,83.4306855194641,294.5988,False,3.531060522465335,1.96e-01 秒,0.1963
Cu57,Cu57,5.9e-14,Ni57,Ni-57,53961050.22898982,291.84573834486486,False,5.408451783395328e-06,1.48 天,128160.0
Cu57,Cu57,5.9e-14,Co57,Co-57,198436569.19004232,5.8584112798311745,False,2.952284099520278e-08,271.74 天,23478336.0
Cu57,Cu57,5.9e-14,Fe57,Fe-57,0.0,0.0,True,0.0,稳定,inf
Cu59,Cu59,1.65e-13,Cu59,Cu59,96871.28344914767,823.878,False,0.008504873381103624,1.36 分钟,81.5
Cu59,Cu59,1.65e-13,Ni59,Ni-59,711733654.0090758,0.00015478429608694572,False,2.1747502765265047e-13,101067.02 年,3187249534080.0
Cu59,Cu59,1.65e-13,Co59,Co-59,66.77917382812501,0.0,True,0.0,稳定,inf
Cu60,Cu60,1.69e-13,Cu60,Cu60,1731170.3361912824,843.8508,False,0.00048744527465537644,23.70 分钟,1422.0
Cu60,Cu60,1.69e-13,Ni60,Ni-60,727355920.8638088,0.0,True,0.0,稳定,inf
Cu61,Cu61,1.1e-13,Cu61,Cu61,9507886.755416222,549.252,False,5.776804185084719e-05,3.33 小时,11998.800000000001
Cu61,Cu61,1.1e-13,Ni61,Ni-61,465045841.2445837,0.0,True,0.0,稳定,inf
Cu62,Cu62,6.6e-14,Cu62,Cu62,275936.9594513684,329.5512,False,0.0011942988741168636,9.67 分钟,580.38
Cu62,Cu62,6.6e-14,Ni62,Ni-62,284456299.84054863,0.0,True,0.0,稳定,inf
Cu63,Cu63,1.3e-14,Cu63,Cu63,56083622.39999999,0.0,True,0.0,稳定,inf
Cu64,Cu64,3e-15,Cu64,Cu64,988052.6515530023,14.979569327837742,False,1.5160699487312889e-05,12.70 小时,45720.0
Cu64,Cu64,3e-15,Ni64,Ni-64,7292136.266552667,0.0,True,0.0,稳定,inf
Cu64,Cu64,3e-15,Zn64,Zn-64,4662185.481894329,0.0,True,0.0,稳定,inf
Cu65,Cu65,1e-15,Cu65,Cu65,4314124.800000001,0.0,True,0.0,稳定,inf
Cu69,Cu69,6e-15,Cu69,Cu69,7390.960164999108,29.9592,False,0.004053492283976288,2.85 分钟,171.0
Cu69,Cu69,6e-15,Zn69,Zn-69,146263.21168629813,29.959199999999996,False,0.00020483072711582307,56.40 分钟,3384.0
Cu69,Cu69,6e-15,Ga69,Ga-69,25731094.628148705,0.0,True,0.0,稳定,inf
Zn60,Zn60,4.3e-14,Zn60,Zn60,44233.38381789524,214.7076,False,0.004853971852660682,2.38 分钟,142.79999999999998
Zn60,Zn60,4.3e-14,Cu60,Cu-60,440475.2926403854,214.70759999999996,False,0.00048744527465537644,23.70 分钟,1422.0
Zn60,Zn60,4.3e-14,Ni60,Ni-60,185022657.7235417,0.0,True,0.0,稳定,inf
Zn61,Zn61,1.4e-14,Zn61,Zn61,8985.851569025232,69.9048,False,0.007779429635914089,1.48 分钟,89.1
Zn61,Zn61,1.4e-14,Cu61,Cu-61,1210094.6779620647,69.90480000000001,False,5.776804185084719e-05,3.33 小时,11998.800000000001
Zn61,Zn61,1.4e-14,Ni61,Ni-61,59178666.670468904,0.0,True,0.0,稳定,inf
Zn62,Zn62,1e-15,Zn62,Zn62,238222.31280371922,4.993199931851832,False,2.0960252938044166e-05,9.19 小时,33069.6
Zn62,Zn62,1e-15,Cu62,Cu-62,4180.862963909868,4.993199930634449,False,0.0011942988741168636,9.67 分钟,580.38
Zn62,Zn62,1e-15,Ni62,Ni-62,4071721.6242323713,0.0,True,0.0,稳定,inf
Zn71,Zn71,5e-15,Zn71,Zn71,5294.6936854525775,24.966,False,0.004715286942584662,2.45 分钟,147.0
Zn71,Zn71,5e-15,Ga71,Ga-71,21565329.306314547,0.0,True,0.0,稳定,inf
Zn72,Zn72,2.2e-14,Zn72,Zn72,25788298.239251476,106.78068229376441,False,4.140664161051047e-06,1.94 天,167400.0
Zn72,Zn72,2.2e-14,Ga72,Ga-72,7721874.605622171,105.44514601111992,False,1.3655381807721538e-05,14.10 小时,50760.0
Zn72,Zn72,2.2e-14,Ge72,Ge-72,61400572.75512636,0.0,True,0.0,稳定,inf
Ga64,Ga64,5e-15,Ga64,Ga64,5677.208290483233,24.966,False,0.004397583939601227,2.63 分钟,157.61999999999998
Ga64,Ga64,5e-15,Zn64,Zn-64,21564946.791709516,0.0,True,0.0,稳定,inf
Ga65,Ga65,1e-15,Ga65,Ga65,6569.742368888097,4.993200000000001,False,0.000760029803245554,15.20 分钟,912.0
Ga65,Ga65,1e-15,Zn65,Zn-65,4247052.553650614,0.13960557016436642,False,3.2871166156012474e-08,244.06 天,21086784.0
Ga65,Ga65,1e-15,Cu65,Cu-65,60502.503980498404,0.0,True,0.0,稳定,inf
Ga66,Ga66,1e-15,Ga66,Ga66,246106.0008978418,4.993199878270179,False,2.0288818070481948e-05,9.49 小时,34164.0
Ga66,Ga66,1e-15,Zn66,Zn-66,4068018.7991021588,0.0,True,0.0,稳定,inf
Ga74,Ga74,7e-15,Ga74,Ga74,24567.378700499958,34.9524,False,0.0014227158878488205,8.12 分钟,487.19999999999993
Ga74,Ga74,7e-15,Ge74,Ge-74,30174306.2212995,0.0,True,0.0,稳定,inf
Ge75,Ge75,3e-15,Ge75,Ge75,107337.48815063619,14.9796,False,0.00013955608853989394,1.38 小时,4966.8
Ge75,Ge75,3e-15,As75,As-75,12835036.911849365,0.0,True,0.0,稳定,inf
Ge77,Ge77,6.4e-14,Ge77,Ge77,18754878.00556309,319.564670877625,False,1.7039016237953423e-05,11.30 小时,40680.0
Ge77,Ge77,6.4e-14,As77,As-77,63194077.297822244,313.3516217920904,False,4.958559966234192e-06,1.62 天,139788.0
Ge77,Ge77,6.4e-14,Se77,Se-77,194155031.89661467,0.0,True,0.0,稳定,inf
Ge78,Ge78,2.67e-13,Ge78,Ge78,10155438.598644389,1333.1843999999999,False,0.00013127787510605024,1.47 小时,5280.0
Ge78,Ge78,2.67e-13,As78,As-78,10467025.919284616,1333.1844000000003,False,0.00012736993395074335,1.51 小时,5442.0
Ge78,Ge78,2.67e-13,Se78,Se-78,1131248857.082071,0.0,True,0.0,稳定,inf
As77,As77,1e-15,As77,As77,993104.9047792708,4.924370223109311,False,4.958559966234192e-06,1.62 天,139788.0
As77,As77,1e-15,Se77,Se-77,3321019.89522073,0.0,True,0.0,稳定,inf
As78,As78,5e-15,As78,As78,196011.72133491788,24.966,False,0.00012736993395074335,1.51 小时,5442.0
As78,As78,5e-15,Se78,Se-78,21374612.27866508,0.0,True,0.0,稳定,inf
As79,As79,5.3e-14,As79,As79,206397.96535625873,264.63960000000003,False,0.001282181244099048,9.01 分钟,540.6
As79,As79,5.3e-14,Se79m,Se-79m,87272.88500733937,257.197934448,False,0.002947054339115414,3.92 分钟,235.2
As79,As79,5.3e-14,Se79,Se-79,221806859.8290999,1.651519576428131e-05,False,7.445755184039897e-14,295195.75 年,9309293193600.0
As79,As79,5.3e-14,Br79,Br-79,0.0,0.0,True,0.0,稳定,inf
Se80,Se80,3e-15,Se80,Se80,12942374.4,0.0,True,0.0,稳定,inf
Se81,Se81,3.9e-14,Se81,Se81,311003.823785094,194.73479999999998,False,0.0006261492145979632,18.45 分钟,1107.0
Se81,Se81,3.9e-14,Br81,Br-81,167939863.3762149,0.0,True,0.0,稳定,inf
Se83,Se83,6.21e-13,Se83,Se83,5985510.739939015,3100.7772,False,0.0005180472201494359,22.30 分钟,1338.0
Se83,Se83,6.21e-13,Br83,Br-83,38650831.68391113,3100.7772000000004,False,8.022536812036404e-05,2.40 小时,8640.0
Se83,Se83,6.21e-13,Kr83m,Kr-83m,29425578.70728581,3095.97099534,False,0.00010521359753490366,1.83 小时,6588.0
Se83,Se83,6.21e-13,Kr83,Kr-83,0.0,0.0,True,0.0,稳定,inf
Se84,Se84,1.29e-12,Se84,Se84,1728447.3508673352,6441.228,False,0.0037265977449459425,3.10 分钟,186.0
Se84,Se84,1.29e-12,Br84,Br-84,17730524.43792944,6441.228,False,0.00036328468582806357,31.80 分钟,1908.0
Se84,Se84,1.29e-12,Kr84,Kr-84,5545762020.211203,0.0,True,0.0,稳定,inf
Br82,Br82,1e-15,Br82,Br82,907219.9149445902,4.948354785896098,False,5.454415962857612e-06,1.47 天,127079.99999999999
Br82,Br82,1e-15,Kr82,Kr-82,3406904.8850554107,0.0,True,0.0,稳定,inf
Br83,Br83,9e-15,Br83,Br83,560156.9809262482,44.9388,False,8.022536812036404e-05,2.40 小时,8640.0
Br83,Br83,9e-15,Kr83m,Kr-83m,426457.66242443206,44.86914486,False,0.00010521359753490366,1.83 小时,6588.0
Br83,Br83,9e-15,Kr83,Kr-83,37781194.75900975,0.0,True,0.0,稳定,inf
Br84,Br84,8.6e-14,Br84,Br84,1182034.9625286292,429.41519999999997,False,0.00036328468582806357,31.80 分钟,1908.0
Br84,Br84,8.6e-14,Kr84,Kr-84,369832697.8374713,0.0,True,0.0,稳定,inf
Br85,Br85,3.72e-13,Br85,Br85,466278.8202339788,1857.4704,False,0.003983604485976697,2.90 分钟,174.0
Br85,Br85,3.72e-13,Kr85m,Kr-85m,43123708.57872108,1853.3653904159994,False,4.297787577876644e-05,4.48 小时,16128.000000000002
Br85,Br85,3.72e-13,Rb85,Rb-85,1224366929.9517758,0.0,True,0.0,稳定,inf
Br85,Br85,3.72e-13,Kr85,Kr-85,333065679.5558737,0.6801580750304766,False,2.0421139636405443e-09,10.76 年,339426296.91648
Kr84,Kr84,1e-15,Kr84,Kr84,4314124.800000001,0.0,True,0.0,稳定,inf
Kr85,Kr85,1.1e-14,Kr85,Kr85,47413532.60232491,0.09682383699273389,False,2.0421139636405443e-09,10.76 年,339426296.91648
Kr85,Kr85,1.1e-14,Rb85,Rb-85,41840.19767509401,0.0,True,0.0,稳定,inf
Kr86,Kr86,1.03e-13,Kr86,Kr86,444354854.40000004,0.0,True,0.0,稳定,inf
Kr87,Kr87,3.2e-13,Kr87,Kr87,10553080.899919195,1597.824,False,0.00015140829632152584,1.27 小时,4578.0
Kr87,Kr87,3.2e-13,Rb87,Rb-87,1369888249.944646,6.112038388952474e-10,False,4.461705828339974e-19,49262667139.73 年,1.5535474709184e+18
Kr87,Kr87,3.2e-13,Sr87,Sr-87,-409042.944,0.0,True,0.0,稳定,inf
Kr88,Kr88,1.01e-12,Kr88,Kr88,74386772.41152085,5043.132,False,6.77960857355189e-05,2.84 小时,10224.0
Kr88,Kr88,1.01e-12,Rb88,Rb-88,7761718.388948597,5043.1320000000005,False,0.0006497442637419809,17.78 分钟,1066.8000000000002
Kr88,Kr88,1.01e-12,Sr88,Sr-88,4275117557.19953,0.0,True,0.0,稳定,inf
Kr89,Kr89,2.15e-12,Kr89,Kr89,2927209.2232430675,10735.38,False,0.0036674453997880704,3.15 分钟,189.0
Kr89,Kr89,2.15e-12,Rb89,Rb-89,14078482.45464523,10735.379999999997,False,0.0007625381524311829,15.15 分钟,909.0
Kr89,Kr89,2.15e-12,Sr89,Sr-89,8652481596.344349,1373.7354467076993,False,1.5876779758631315e-07,50.53 天,4365792.0
Kr89,Kr89,2.15e-12,Y89,Y-89,0.0,0.0,True,0.0,稳定,inf
Rb87,Rb87,5e-15,Rb87,Rb87,21569395.794446267,9.623629892985264e-12,False,4.461705828339974e-19,49262667139.73 年,1.5535474709184e+18
Rb87,Rb87,5e-15,Sr87,Sr-87,1228.2055537328124,0.0,True,0.0,稳定,inf
Rb88,Rb88,3.6e-14,Rb88,Rb88,276655.3089130193,179.75520000000003,False,0.0006497442637419809,17.78 分钟,1066.8000000000002
Rb88,Rb88,3.6e-14,Sr88,Sr-88,155031837.491087,0.0,True,0.0,稳定,inf
